amfi_code,annualised_return,downside_std,sortino_ratio
100016,0.0254348749687896,0.08351285215186827,-0.4737609123834156
100025,0.04298652494927646,0.023514487863530102,-0.9361664680295009
100033,0.289278660265315,0.11322875898057064,1.980757029261443
101206,0.22626535384994084,0.08315720784547667,1.939282932029239
101207,0.0765015870619632,0.15168286200797332,0.07582654302342082
101208,0.06273896744282959,0.002457015451947292,-0.9202353836962849
102885,0.1754041909151487,0.07305491141338037,1.5112493982838178
102886,0.01130448106671933,0.1075008422459035,-0.49948928595791375
102887,0.1620550058321868,0.0896674021955674,1.0823889558047728
118632,0.2311607725500895,0.08271674998912054,2.008792325278061
118633,0.15661395483826124,0.07822690620034221,1.1711309993985222
118634,0.15756667292983328,0.151728343665055,0.6100816149036535
118635,0.1535711629159049,0.07585343266171603,1.1676618948928283
118636,0.05125853868983943,0.023167111549037434,-0.5931452128192267
119092,0.061380993618380675,0.08168850530540543,-0.04430251683623171
119093,0.07610501956377003,0.08197854923650978,0.13546250412082578
119094,0.2710247289332779,0.11370357218085252,1.8119459660034507
119095,0.014677909675501866,0.1485656520696213,-0.3387195467019257
119120,0.056772629810677655,0.02385661882671398,-0.34486740342724365
119551,0.24796597841573265,0.07757590272698998,2.3585414024718228
119552,0.20696789746966915,0.08254632509603792,1.7198572717137637
119598,0.3112656003244676,0.14185734802451813,1.7360087704579386
119599,0.019817724717174023,0.15116589359593166,-0.29889199347836204
120503,0.18070820555283373,0.08280923066063355,1.3972863246010079
120504,0.223935419833734,0.08167518008136894,1.945945141172563
120505,0.3151243799400558,0.11217995669684916,2.2296708548032553
120506,0.16439416926901806,0.09017978330852094,1.10217795632723
120507,0.06975241651998454,0.002327140813806355,2.0421697268122396
120841,0.1302833697232335,0.07715031298268794,0.8461841203143621
120842,0.06459250268658812,0.10906710855119689,-0.0037362071739584467
120843,0.2967764927439678,0.08780631873642598,2.639633412257113
120844,0.0666501365944896,0.0024267398555812268,0.6799808354795285
125497,0.18293785974311771,0.08552176122236875,1.379039183213995
125498,0.10884920788756536,0.10842807119958987,0.40440826256928947
148567,0.29741361253938603,0.08616799887021051,2.6972149241791743
148568,0.21647976424840154,0.0875326918784935,1.7305507347891769
148569,0.3067361112254541,0.10166295570138449,2.3778190350426924
149322,0.128948631519054,0.0873963545482277,0.7317082256991096
149323,0.2840956454734471,0.1071452373317657,2.044847264606237
149324,0.30996517959990566,0.14565515733818332,1.6818160378018303
